,freqs,usess,value
352,"1550,00 – 1559,00",MOBIL PRIN SATELIT (SPAŢIU-PĂMÂNT),1
353,"1550,00 – 1559,00",FIX,1
354,"1559,00 – 1610,00",RADIONAVIGAŢIE AERONAUTICĂ,1
355,"1559,00 – 1610,00",RADIONAVIGAŢIE PRIN SATELIT (SPAŢIU-PĂMÂNT) (SPAŢIU-SPAŢIU),1
356,"1610,00 – 1610,60",RADIONAVIGAŢIE AERONAUTICĂ,1
357,"1610,00 – 1610,60",MOBIL PRIN SATELIT (PĂMÂNT-SPAŢIU),1
358,"1610,60 – 1613,80",RADIONAVIGAŢIE AERONAUTICĂ,1
359,"1610,60 – 1613,80",MOBIL PRIN SATELIT (PĂMÂNT-SPAŢIU),1
360,"1610,60 – 1613,80",RADIOASTRONOMIE,1
361,"1610,60 – 1613,80",FIX,1
362,"1613,80 – 1626,50",RADIONAVIGAŢIE AERONAUTICĂ,1
363,"1613,80 – 1626,50",MOBIL PRIN SATELIT (PĂMÂNT-SPAŢIU),1
364,"1613,80 – 1626,50",MOBIL PRIN SATELIT (SPAŢIU-PĂMÂNT),1
365,"1613,80 – 1626,50",FIX,1
366,"1626,50 – 1660,00",MOBIL PRIN SATELIT (PĂMÂNT-SPAŢIU),1
367,"1660,00 – 1660,50",MOBIL PRIN SATELIT (PĂMÂNT-SPAŢIU),1
368,"1660,50 – 1668,00",RADIOASTRONOMIE,1
369,"1660,50 – 1668,00",CERCETARE SPAŢIALĂ (PASIV),1
370,"1660,50 – 1668,00",FIX,1
371,"1660,50 – 1668,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
372,"1668,00 – 1668,40",MOBIL PRIN SATELIT (PĂMÂNT-SPAŢIU),1
373,"1668,00 – 1668,40",RADIOASTRONOMIE,1
374,"1668,00 – 1668,40",CERCETARE SPAŢIALĂ (PASIV),1
375,"1668,00 – 1668,40",FIX,1
376,"1668,00 – 1668,40","MOBIL CU EXCEPŢIA MOBIL
AERONAUTIC",1
377,"1668,40 – 1670,00",FIX,1
378,"1668,40 – 1670,00",AUXILIAR METEOROLOGIC,1
379,"1668,40 – 1670,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
380,"1668,40 – 1670,00",MOBIL PRIN SATELIT (PĂMÂNT-SPAŢIU),1
381,"1668,40 – 1670,00",RADIOASTRONOMIE,1
382,"1670,00 – 1675,00",FIX,1
383,"1670,00 – 1675,00",AUXILIAR METEOROLOGIC,1
384,"1670,00 – 1675,00",METEOROLOGIC PRIN SATELIT (SPAŢIU-PĂMÂNT),1
385,"1670,00 – 1675,00",MOBIL,1
386,"1670,00 – 1675,00",MOBIL PRIN SATELIT (PĂMÂNT-SPAŢIU),1
387,"1675,00 – 1690,00",FIX,1
388,"1675,00 – 1690,00",AUXILIAR METEOROLOGIC,1
389,"1675,00 – 1690,00",METEOROLOGIC PRIN SATELIT (SPAŢIU-PĂMÂNT),1
390,"1675,00 – 1690,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
391,"1690,00 – 1700,00",AUXILIAR METEOROLOGIC,1
392,"1690,00 – 1700,00",METEOROLOGIC PRIN SATELIT (SPAŢIU-PĂMÂNT),1
393,"1690,00 – 1700,00",FIX,1
394,"1690,00 – 1700,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
395,"1700,00 – 1710,00",FIX,1
396,"1700,00 – 1710,00",METEOROLOGIC PRIN SATELIT (SPAŢIU-PĂMÂNT),1
397,"1700,00 – 1710,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
398,"1710,00 – 1785,00",MOBIL,1
399,"1785,00 – 1800,00",FIX,1
400,"1785,00 – 1800,00",MOBIL,1
401,"1800,00 – 1805,00",FIX,1
402,"1800,00 – 1805,00",MOBIL,1
403,"1805,00 – 1880,00",MOBIL,1
404,"1880,00 – 1885,00",FIX,1
405,"1880,00 – 1885,00",MOBIL,1
406,"1885,00 – 1900,00",FIX,1
407,"1885,00 – 1900,00",MOBIL,1
408,"1900,00 – 1930,00",MOBIL,1
409,"1930,00 – 1970,00",MOBIL,1
410,"1970,00 – 1980,00",MOBIL,1
411,"1980,00 – 2010,00",MOBIL,1
412,"1980,00 – 2010,00",MOBIL PRIN SATELIT (PĂMÂNT-SPAŢIU),1
413,"1980,00 – 2010,00",FIX,1
414,"2010,00 – 2025,00",MOBIL,1
415,"2010,00 – 2025,00",FIX,1
416,"2025,00 – 2059,50",FIX,1
417,"2025,00 – 2059,50",MOBIL,1
418,"2025,00 – 2059,50",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PĂMÂNT-SPAŢIU) (SPAŢIU-SPAŢIU),1
419,"2025,00 – 2059,50",EXPLOATARE SPAŢIALĂ (PĂMÂNT-SPAŢIU) (SPAŢIU-SPAŢIU),1
420,"2025,00 – 2059,50",CERCETARE SPAŢIALĂ (PĂMÂNT-SPAŢIU) (SPAŢIU-SPAŢIU),1
421,"2059,50 – 2110,00",FIX,1
422,"2059,50 – 2110,00",MOBIL,1
423,"2059,50 – 2110,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PĂMÂNT-SPAŢIU) (SPAŢIU-SPAŢIU),1
424,"2059,50 – 2110,00",EXPLOATARE SPAŢIALĂ (PĂMÂNT-SPAŢIU) (SPAŢIU-SPAŢIU),1
425,"2059,50 – 2110,00",CERCETARE SPAŢIALĂ (PĂMÂNT-SPAŢIU) (SPAŢIU-SPAŢIU),1
426,"2110,00 – 2120,00",MOBIL,1
427,"2110,00 – 2120,00",CERCETARE SPAŢIALĂ (SPAŢIU ÎNDEPĂRTAT) (PĂMÂNT-SPAŢIU),1
428,"2120,00 – 2170,00",MOBIL,1
429,"2170,00 – 2200,00",MOBIL,1
430,"2170,00 – 2200,00",MOBIL PRIN SATELIT (SPAŢIU-PĂMÂNT),1
431,"2200,00 – 2234,50",FIX,1
432,"2200,00 – 2234,50",MOBIL,1
433,"2200,00 – 2234,50",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (SPAŢIU-PĂMÂNT) (SPAŢIU-SPAŢIU),1
434,"2200,00 – 2234,50",EXPLOATARE SPAŢIALĂ (SPAŢIU-PĂMÂNT) (SPAŢIU-SPAŢIU),1
435,"2200,00 – 2234,50",CERCETARE SPAŢIALĂ (SPAŢIU-PĂMÂNT) (SPAŢIU-SPAŢIU),1
436,"2234,50 – 2290,00",FIX,1
437,"2234,50 – 2290,00",MOBIL,1
438,"2234,50 – 2290,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (SPAŢIU-PĂMÂNT) (SPAŢIU-SPAŢIU),1
439,"2234,50 – 2290,00",EXPLOATARE SPAŢIALĂ (SPAŢIU-PĂMÂNT) (SPAŢIU-SPAŢIU),1
440,"2234,50 – 2290,00",CERCETARE SPAŢIALĂ (SPAŢIU-PĂMÂNT) (SPAŢIU-SPAŢIU),1
441,"2290,00 – 2300,00",FIX,1
442,"2290,00 – 2300,00",CERCETARE SPAŢIALĂ (SPAŢIU ÎNDEPĂRTAT)(SPAŢIU-PĂMÂNT),1
443,"2290,00 – 2300,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
444,"2300,00 – 2335,00",FIX,1
445,"2300,00 – 2335,00",MOBIL,1
446,"2300,00 – 2335,00",AMATOR,1
447,"2300,00 – 2335,00",RADIOLOCAŢIE,1
448,"2335,00 – 2400,00",FIX,1
449,"2335,00 – 2400,00",MOBIL,1
450,"2335,00 – 2400,00",AMATOR,1
451,"2335,00 – 2400,00",RADIOLOCAŢIE,1
452,"2400,00 – 2450,00",FIX,1
453,"2400,00 – 2450,00",MOBIL,1
454,"2400,00 – 2450,00",AMATOR,1
455,"2400,00 – 2450,00",AMATOR PRIN SATELIT,1
456,"2400,00 – 2450,00",RADIOLOCAŢIE,1
457,"2450,00 – 2483,50",FIX,1
458,"2450,00 – 2483,50",MOBIL,1
459,"2450,00 – 2483,50",RADIOLOCAŢIE,1
460,"2483,50 – 2500,00",FIX,1
461,"2483,50 – 2500,00",MOBIL,1
462,"2483,50 – 2500,00",MOBIL PRIN SATELIT (SPAŢIU-PĂMÂNT),1
463,"2500,00 – 2520,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
464,"2520,00 – 2655,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
465,"2655,00 – 2670,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
466,"2655,00 – 2670,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
467,"2655,00 – 2670,00",RADIOASTRONOMIE,1
468,"2655,00 – 2670,00",CERCETARE SPAŢIALĂ (PASIV),1
469,"2670,00 – 2690,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
470,"2670,00 – 2690,00",RADIOASTRONOMIE,1
471,"2690,00 – 2700,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
472,"2690,00 – 2700,00",RADIOASTRONOMIE,1
473,"2690,00 – 2700,00",CERCETARE SPAŢIALĂ (PASIV),1
474,"2700,00 – 2900,00",RADIONAVIGAŢIE AERONAUTICĂ,1
475,"2700,00 – 2900,00",RADIOLOCAŢIE,1
476,"2900,00 – 3100,00",RADIOLOCAŢIE,1
477,"2900,00 – 3100,00",RADIONAVIGAŢIE,1
478,"3100,00 – 3300,00",RADIOLOCAŢIE,1
479,"3100,00 – 3300,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (ACTIV),1
480,"3100,00 – 3300,00",CERCETARE SPAŢIALĂ (ACTIV),1
481,"3300,00 – 3400,00",RADIOLOCAŢIE,1
482,"3400,00 – 3600,00",FIX,1
483,"3400,00 – 3600,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
484,"3400,00 – 3600,00",FIX PRIN SATELIT (SPAŢIU-PĂMÂNT),1
485,"3600,00 – 3645,00",FIX,1
486,"3600,00 – 3645,00",MOBIL,1
487,"3600,00 – 3645,00",FIX PRIN SATELIT (SPAŢIU-PĂMÂNT),1
488,"3645,00 – 3655,00",FIX,1
489,"3645,00 – 3655,00",MOBIL,1
490,"3645,00 – 3655,00",FIX PRIN SATELIT (SPAŢIU-PĂMÂNT),1
491,"3655,00 – 3700,00",FIX,1
492,"3655,00 – 3700,00",MOBIL,1
493,"3655,00 – 3700,00",FIX PRIN SATELIT (SPAŢIU-PĂMÂNT),1
494,"3700,00 – 3800,00",FIX,1
495,"3700,00 – 3800,00",MOBIL,1
496,"3700,00 – 3800,00",FIX PRIN SATELIT (SPAŢIU-PĂMÂNT),1
497,"3800,00 – 4200,00",FIX,1
498,"3800,00 – 4200,00",FIX PRIN SATELIT (SPAŢIU-PĂMÂNT),1
499,"4200,00 – 4400,00",MOBIL AERONAUTIC (R),1
500,"4200,00 – 4400,00",RADIONAVIGAŢIE AERONAUTICĂ,1
501,"4400,00 – 4500,00",FIX,1
502,"4400,00 – 4500,00",MOBIL,1
503,"4500,00 – 4800,00",FIX,1
504,"4500,00 – 4800,00",FIX PRIN SATELIT (SPAŢIU-PĂMÂNT),1
505,"4500,00 – 4800,00",MOBIL,1
506,"4800,00 – 4990,00",FIX,1
507,"4800,00 – 4990,00",MOBIL,1
508,"4800,00 – 4990,00",RADIOASTRONOMIE,1
509,"4990,00 – 5000,00",FIX,1
510,"4990,00 – 5000,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
511,"4990,00 – 5000,00",RADIOASTRONOMIE,1
512,"5000,00 – 5010,00",MOBIL AERONAUTIC PRIN SATELIT (R),1
513,"5000,00 – 5010,00",RADIONAVIGAŢIE AERONAUTICĂ,1
514,"5000,00 – 5010,00",RADIONAVIGAŢIE PRIN SATELIT (PĂMÂNT-SPAŢIU),1
515,"5000,00 – 5010,00",RADIOASTRONOMIE,1
516,"5000,00 – 5010,00",CERCETARE SPAŢIALĂ (PASIV),1
517,"5010,00 – 5030,00",MOBIL AERONAUTIC PRIN SATELIT (R),1
518,"5010,00 – 5030,00",RADIONAVIGAŢIE AERONAUTICĂ,1
519,"5010,00 – 5030,00",RADIONAVIGAŢIE PRIN SATELIT (SPAŢIU-PĂMÂNT) (SPAŢIU-SPAŢIU),1
520,"5010,00 – 5030,00",RADIOASTRONOMIE,1
521,"5010,00 – 5030,00",CERCETARE SPAŢIALĂ (PASIV),1
522,"5030,00 – 5091,00",MOBIL AERONAUTIC (R),1
523,"5030,00 – 5091,00",MOBIL AERONAUTIC PRIN SATELIT (R),1
524,"5030,00 – 5091,00",RADIONAVIGAŢIE AERONAUTICĂ,1
525,"5091,00 – 5150,00",FIX PRIN SATELIT (PĂMÂNT-SPAȚIU),1
526,"5091,00 – 5150,00",MOBIL AERONAUTIC,1
527,"5091,00 – 5150,00",MOBIL AERONAUTIC PRIN SATELIT (R),1
528,"5091,00 – 5150,00",RADIONAVIGAŢIE AERONAUTICĂ,1
529,"5150,00 – 5250,00",FIX PRIN SATELIT (PĂMÂNT-SPAŢIU),1
530,"5150,00 – 5250,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
531,"5150,00 – 5250,00",RADIONAVIGAŢIE AERONAUTICĂ,1
532,"5250,00 – 5255,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (ACTIV),1
533,"5250,00 – 5255,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
534,"5250,00 – 5255,00",RADIOLOCAŢIE,1
535,"5250,00 – 5255,00",CERCETARE SPAŢIALĂ,1
536,"5250,00 – 5255,00",RADIONAVIGAŢIE,1
537,"5255,00 – 5350,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (ACTIV),1
538,"5255,00 – 5350,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
539,"5255,00 – 5350,00",RADIOLOCAŢIE,1
540,"5255,00 – 5350,00",CERCETARE SPAŢIALĂ (ACTIV),1
541,"5255,00 – 5350,00",RADIONAVIGAŢIE,1
542,"5350,00 – 5460,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (ACTIV),1
543,"5350,00 – 5460,00",RADIOLOCAŢIE,1
544,"5350,00 – 5460,00",RADIONAVIGAŢIE AERONAUTICĂ,1
545,"5350,00 – 5460,00",CERCETARE SPAŢIALĂ (ACTIV),1
546,"5460,00 – 5470,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (ACTIV),1
547,"5460,00 – 5470,00",RADIOLOCAŢIE,1
548,"5460,00 – 5470,00",RADIONAVIGAŢIE,1
549,"5460,00 – 5470,00",CERCETARE SPAŢIALĂ (ACTIV),1
550,"5470,00 – 5570,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (ACTIV),1
551,"5470,00 – 5570,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
552,"5470,00 – 5570,00",RADIOLOCAŢIE,1
553,"5470,00 – 5570,00",RADIONAVIGAŢIE MARITIMĂ,1
554,"5470,00 – 5570,00",RADIONAVIGAŢIE AERONAUTICĂ,1
555,"5470,00 – 5570,00",CERCETARE SPAŢIALĂ (ACTIV),1
556,"5570,00 – 5650,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
557,"5570,00 – 5650,00",RADIOLOCAŢIE,1
558,"5570,00 – 5650,00",RADIONAVIGAŢIE MARITIMA,1
559,"5570,00 – 5650,00",RADIONAVIGAŢIE AERONAUTICĂ,1
560,"5650,00 – 5725,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
561,"5650,00 – 5725,00",RADIOLOCAŢIE,1
562,"5650,00 – 5725,00",AMATOR,1
563,"5650,00 – 5725,00",AMATOR PRIN SATELIT (PĂMÂNT-SPAŢIU),1
564,"5725,00 – 5830,00",FIX PRIN SATELIT (PĂMÂNT-SPAŢIU),1
565,"5725,00 – 5830,00",RADIOLOCAŢIE,1
566,"5725,00 – 5830,00",FIX,1
567,"5725,00 – 5830,00",AMATOR,1
568,"5725,00 – 5830,00",MOBIL,1
569,"5830,00 – 5850,00",FIX PRIN SATELIT (PĂMÂNT-SPAŢIU),1
570,"5830,00 – 5850,00",RADIOLOCAŢIE,1
571,"5830,00 – 5850,00",FIX,1
572,"5830,00 – 5850,00",AMATOR,1
573,"5830,00 – 5850,00",AMATOR PRIN SATELIT (SPAŢIU-PĂMÂNT),1
574,"5830,00 – 5850,00",MOBIL,1
575,"5850,00 – 5925,00",FIX,1
576,"5850,00 – 5925,00",FIX PRIN SATELIT (PĂMÂNT-SPAŢIU),1
577,"5850,00 – 5925,00",MOBIL,1
578,"5925,00 – 6425,00",FIX,1
579,"5925,00 – 6425,00",FIX PRIN SATELIT (PĂMÂNT-SPAŢIU),1
580,"5925,00 – 6425,00",MOBIL,1
581,"5925,00 – 6425,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
582,"6425,00 – 6700,00",FIX,1
583,"6425,00 – 6700,00",FIX PRIN SATELIT (PĂMÂNT-SPAŢIU),1
584,"6425,00 – 6700,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
585,"6700,00 – 7075,00",FIX,1
586,"6700,00 – 7075,00",FIX PRIN SATELIT (PĂMÂNT-SPAŢIU) (SPAŢIU-PĂMÂNT),1
587,"6700,00 – 7075,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
588,"7075,00 – 7125,00",FIX,1
589,"7075,00 – 7125,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
590,"7125,00 – 7145,00",FIX,1
591,"7125,00 – 7145,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
592,"7145,00 – 7190,00",FIX,1
593,"7145,00 – 7190,00",CERCETARE SPAŢIALĂ (SPAȚIU ÎNDEPĂRTAT) (PĂMÂNT-SPAŢIU),1
594,"7145,00 – 7190,00",EXPLOATARE SPAŢIALĂ (PĂMÂNT-SPAŢIU),1
595,"7190,00 – 7235,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PĂMÂNT-SPAŢIU),1
596,"7190,00 – 7235,00",CERCETARE SPAŢIALĂ (PĂMÂNT-SPAŢIU),1
597,"7190,00 – 7235,00",FIX,1
598,"7235,00 – 7250,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PĂMÂNT-SPAŢIU),1
599,"7235,00 – 7250,00",FIX,1
600,"7235,00 – 7250,00",CERCETARE SPAŢIALĂ (PĂMÂNT-SPAŢIU),1
601,"7250,00 – 7300,00",FIX,1
602,"7250,00 – 7300,00",FIX PRIN SATELIT (SPAŢIU-PĂMÂNT),1
603,"7250,00 – 7300,00",MOBIL,1
604,"7300,00 – 7375,00",FIX,1
605,"7300,00 – 7375,00",FIX PRIN SATELIT (SPAŢIU-PĂMÂNT),1
606,"7300,00 – 7375,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
607,"7375,00 – 7425,00",FIX,1
608,"7375,00 – 7425,00",FIX PRIN SATELIT (SPAŢIU-PĂMÂNT),1
609,"7375,00 – 7425,00",MOBIL MARITIM PRIN SATELIT (SPAȚIU-PĂMÂNT),1
610,"7375,00 – 7425,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
611,"7425,00 – 7450,00",FIX,1
612,"7425,00 – 7450,00",FIX PRIN SATELIT (SPAŢIU-PĂMÂNT),1
613,"7425,00 – 7450,00",MOBIL MARITIM PRIN SATELIT (SPAȚIU-PĂMÂNT),1
614,"7425,00 – 7450,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
615,"7450,00 – 7484,00",FIX,1
616,"7450,00 – 7484,00",FIX PRIN SATELIT (SPAŢIU-PĂMÂNT),1
617,"7450,00 – 7484,00",MOBIL MARITIM PRIN SATELIT (SPAȚIU-PĂMÂNT),1
618,"7450,00 – 7484,00",METEOROLOGIC PRIN SATELIT (SPAŢIU-PĂMÂNT),1
619,"7450,00 – 7484,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
620,"7484,00 – 7550,00",FIX,1
621,"7484,00 – 7550,00",FIX PRIN SATELIT (SPAŢIU-PĂMÂNT),1
622,"7484,00 – 7550,00",MOBIL MARITIM PRIN SATELIT (SPAȚIU-PĂMÂNT),1
623,"7484,00 – 7550,00",METEOROLOGIC PRIN SATELIT (SPAŢIU-PĂMÂNT),1
624,"7484,00 – 7550,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
625,"7550,00 – 7568,00",FIX,1
626,"7550,00 – 7568,00",FIX PRIN SATELIT (SPAŢIU-PĂMÂNT),1
627,"7550,00 – 7568,00",MOBIL MARITIM PRIN SATELIT (SPAȚIU-PĂMÂNT),1
628,"7550,00 – 7568,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
629,"7568,00 – 7638,00",FIX,1
630,"7568,00 – 7638,00",FIX PRIN SATELIT (SPAŢIU-PĂMÂNT),1
631,"7568,00 – 7638,00",MOBIL MARITIM PRIN SATELIT (SPAȚIU-PĂMÂNT),1
632,"7568,00 – 7638,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
633,"7638,00 – 7725,00",FIX,1
634,"7638,00 – 7725,00",FIX PRIN SATELIT (SPAŢIU-PĂMÂNT),1
635,"7638,00 – 7725,00",MOBIL MARITIM PRIN SATELIT (SPAȚIU-PĂMÂNT),1
636,"7638,00 – 7725,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
637,"7725,00 – 7750,00",FIX,1
638,"7725,00 – 7750,00",FIX PRIN SATELIT (SPAŢIU-PĂMÂNT),1
639,"7725,00 – 7750,00",MOBIL MARITIM PRIN SATELIT (SPAȚIU-PĂMÂNT),1
640,"7725,00 – 7750,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
641,"7750,00 – 7900,00",FIX,1
642,"7750,00 – 7900,00",METEOROLOGIC PRIN SATELIT (SPAŢIU-PĂMÂNT),1
643,"7750,00 – 7900,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
644,"7900,00 – 8025,00",FIX,1
645,"7900,00 – 8025,00",FIX PRIN SATELIT (PĂMÂNT-SPAŢIU),1
646,"7900,00 – 8025,00",MOBIL,1
647,"8025,00 – 8175,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (SPAŢIU-PĂMÂNT),1
648,"8025,00 – 8175,00",FIX,1
649,"8025,00 – 8175,00",FIX PRIN SATELIT (PĂMÂNT-SPAŢIU),1
650,"8025,00 – 8175,00",MOBIL ,1
651,"8175,00 – 8215,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (SPAŢIU-PĂMÂNT),1
652,"8175,00 – 8215,00",FIX,1
653,"8175,00 – 8215,00",FIX PRIN SATELIT (PĂMÂNT-SPAŢIU),1
654,"8175,00 – 8215,00",METEOROLOGIC PRIN SATELIT (PĂMÂNT-SPAŢIU,1
655,"8175,00 – 8215,00",MOBIL,1
656,"8215,00 – 8400,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (SPAŢIU-PĂMÂNT),1
657,"8215,00 – 8400,00",FIX,1
658,"8215,00 – 8400,00",FIX PRIN SATELIT (PĂMÂNT-SPAŢIU),1
659,"8215,00 – 8400,00",MOBIL,1
660,"8400,00 – 8500,00",FIX,1
661,"8400,00 – 8500,00",CERCETARE SPAŢIALĂ (SPAŢIU-PĂMÂNT),1
662,"8400,00 – 8500,00",RADIOLOCAŢIE,1
663,"8500,00 – 8550,00",RADIOLOCAŢIE,1
664,"8500,00 – 8550,00",RADIONAVIGAŢIE,1
665,"8550,00 – 8650,00",CERCETARE SPAŢIALĂ (ACTIV),1
666,"8550,00 – 8650,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (ACTIV),1
667,"8550,00 – 8650,00",RADIOLOCAŢIE,1
668,"8550,00 – 8650,00",RADIONAVIGAŢIE,1
669,"8650,00 – 8750,00",RADIOLOCAŢIE,1
670,"8650,00 – 8750,00",RADIONAVIGAŢIE,1
671,"8750,00 – 8850,00",RADIONAVIGAŢIE AERONAUTICĂ,1
672,"8750,00 – 8850,00",RADIOLOCAŢIE,1
673,"8750,00 – 8850,00",CERCETARE SPAŢIALĂ,1
674,"8850,00 – 9000,00",RADIONAVIGAŢIE MARITIMA,1
675,"8850,00 – 9000,00",RADIOLOCAŢIE,1
676,"8850,00 – 9000,00",RADIONAVIGAŢIE,1
677,"8850,00 – 9000,00",CERCETARE SPAŢIALĂ,1
678,"9000,00 – 9200,00",RADIONAVIGAŢIE AERONAUTICĂ,1
679,"9000,00 – 9200,00",RADIOLOCAŢIE,1
680,"9000,00 – 9200,00",CERCETARE SPAŢIALĂ,1
681,"9200,00 – 9300,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (ACTIV),1
682,"9200,00 – 9300,00",RADIONAVIGAŢIE MARITIMĂ,1
683,"9200,00 – 9300,00",RADIOLOCAŢIE,1
684,"9200,00 – 9300,00",RADIONAVIGAŢIE,1
685,"9200,00 – 9300,00",CERCETARE SPAŢIALĂ,1
686,"9300,00 – 9500,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (ACTIV),1
687,"9300,00 – 9500,00",CERCETARE SPAŢIALĂ (ACTIV),1
688,"9300,00 – 9500,00",RADIOLOCAŢIE,1
689,"9300,00 – 9500,00",RADIONAVIGAŢIE,1
690,"9500,00 – 9800,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (ACTIV),1
691,"9500,00 – 9800,00",CERCETARE SPAŢIALĂ (ACTIV),1
692,"9500,00 – 9800,00",RADIOLOCAŢIE,1
693,"9500,00 – 9800,00",RADIONAVIGAŢIE,1
694,"9800,00 – 9900,00",RADIOLOCAŢIE,1
695,"9800,00 – 9900,00",RADIONAVIGAŢIE,1
696,"9800,00 – 9900,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (ACTIV),1
697,"9800,00 – 9900,00",CERCETARE SPAŢIALĂ (ACTIV),1
698,"9900,00 – 10000,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (ACTIV),1
699,"9900,00 – 10000,00",RADIOLOCAŢIE,1
700,"9900,00 – 10000,00",RADIONAVIGAŢIE,1